ID;Sex;Age;State;Account length;Phone number;Plans;Number vmail messages;Total day minutes;Total day calls;Total day charge;Total eve minutes;Total eve calls;Total eve charge;Total night minutes;Total night calls;Total night charge;Total intl minutes;Total intl calls;Total intl charge;Total charge;Customer service calls;Churn
29852;Male;31.0;WY;87;415 496 50 31;Voice mail;22;263.8;65.0;44.85;103.4;115.0;8.79;208.1;109.0;9.36;8.5;3.0;2.3;65.3;3;0
29854;Female;30.0;MN;116;408 268 23 61;None;0;197.9;84.0;33.64;168.1;113.0;14.29;239.8;145.0;10.79;12.0;6.0;3.24;61.96;1;0
29882;Male;;DC;103;510 956 18 59;Voice mail;31;107.7;124.0;18.31;188.9;104.0;16.06;196.2;98.0;8.83;8.9;3.0;2.4;45.6;0;0
29891;Male;;CT;45;415 292 38 18;;0;142.4;107.0;24.21;318.7;78.0;27.09;224.1;108.0;10.08;11.1;7.0;3.0;64.38;1;0
29962;Male;36.0;GA;70;415 402 37 97;Voice mail;24;249.5;101.0;42.42;259.7;98.0;22.07;222.7;68.0;10.02;9.8;4.0;2.65;77.16;1;0
29967;Male;;MO;98;415 196 21 33;None;0;221.2;80.0;37.6;213.6;104.0;18.16;291.8;89.0;13.13;11.9;3.0;3.21;72.1;4;0
29988;Female;49.0;ME;176;415 629 19 85;None;0;223.2;76.0;37.94;214.4;131.0;18.22;154.4;80.0;6.95;10.1;2.0;2.73;65.84;3;0
30041;Female;31.0;ID;77;415 538 20 73;None;0;251.8;72.0;42.81;205.7;126.0;17.48;275.2;109.0;12.38;9.8;7.0;2.65;75.32;2;1
30097;Male;;MD;98;415 675 83 41;None;0;206.5;92.0;35.11;176.2;152.0;14.98;232.8;115.0;10.48;12.4;5.0;3.35;63.92;5;0
30099;Male;32.0;MI;61;415 850 63 25;None;0;188.9;105.0;32.11;153.6;116.0;13.06;213.3;106.0;9.6;10.2;2.0;2.75;57.52;2;0
30127;Female;29.0;SD;163;415 508 26 86;International;0;197.2;90.0;33.52;188.5;113.0;16.02;211.1;94.0;9.5;7.8;8.0;2.11;61.15;1;0
30141;Male;35.0;RI;65;415 221 29 46;Voice mail;29;215.5;129.0;36.64;161.9;77.0;13.76;128.3;91.0;5.77;8.8;5.0;2.38;58.55;2;0
30148;Male;28.0;RI;83;415 780 95 98;Voice mail;20;95.0;89.0;16.15;167.9;92.0;14.27;200.6;79.0;9.03;11.2;2.0;3.02;42.47;0;0
30215;Male;44.0;VT;195;415 893 49 36;Voice mail;36;231.7;110.0;39.39;225.1;88.0;19.13;201.7;89.0;9.08;12.1;2.0;3.27;70.87;0;0
30268;Female;40.0;VT;125;415 565 33 15;None;0;126.7;113.0;21.54;155.5;131.0;13.22;206.2;112.0;9.28;14.4;7.0;3.89;47.93;2;0
30274;Female;50.0;MA;112;415 635 69 73;Voice mail;17;183.2;95.0;31.14;252.8;125.0;21.49;156.7;95.0;7.05;9.7;3.0;2.62;62.3;0;0
30292;Female;37.0;MA;90;408 526 40 21;None;0;157.9;72.0;26.84;234.0;93.0;19.89;210.0;86.0;9.45;12.2;5.0;3.29;59.47;2;0
30295;Female;34.0;VT;124;415 991 94 81;None;0;178.4;72.0;30.33;233.6;134.0;19.86;179.4;91.0;8.07;12.0;2.0;3.24;61.5;0;0
30384;Male;30.0;HI;24;415 268 39 85;None;0;235.6;132.0;40.05;115.9;129.0;9.85;185.4;136.0;8.34;16.2;2.0;4.37;62.61;0;0
30405;Female;31.0;PA;91;510 885 31 95;None;0;231.8;120.0;39.41;150.6;106.0;12.8;269.2;129.0;12.11;11.6;7.0;3.13;67.45;3;0
30416;Male;34.0;CT;124;415 975 77 25;None;0;151.0;98.0;25.67;120.6;119.0;10.25;152.8;81.0;6.88;9.2;2.0;2.48;45.28;2;0
30489;Female;49.0;MN;96;415 988 85 24;Voice mail;27;261.3;96.0;44.42;220.9;101.0;18.78;179.4;97.0;8.07;11.3;2.0;3.05;74.32;1;0
30508;Female;43.0;OR;64;510 529 79 78;None;0;213.5;93.0;36.3;166.6;114.0;14.16;122.0;78.0;5.49;14.1;3.0;3.81;59.76;3;0
30510;Female;26.0;SD;88;408 384 72 73;None;0;142.2;107.0;24.17;262.4;84.0;22.3;139.2;99.0;6.26;10.1;5.0;2.73;55.46;1;0
30545;Male;;AK;97;415 749 60 36;Voice mail;24;176.1;109.0;29.94;159.4;81.0;13.55;269.l;94.0;12.11;12.1;9.0;3.27;58.87;0;0
30686;Female;;CT;150;510 685 51 51;None;0;189.3;77.0;32.18;220.9;105.0;18.78;238.7;117.0;10.74;9.2;5.0;2.48;64.18;4;0
30705;Male;32.0;MN;46;408 928 23 24;None;0;156.4;105.0;26.59;185.5;98.0;15.77;226.7;96.0;10.2;11.8;3.0;3.19;55.75;1;0
30707;Male;38.0;HI;99;415 324 47 13;None;0;62.9;81.0;10.69;231.0;64.0;19.64;168.9;121.0;7.6;8.5;5.0;2.3;40.23;1;0
30750;Female;;IN;36;415 424 68 92;None;0;253.4;77.0;43.08;182.4;151.0;15.5;275.8;103.0;12.41;8.4;2.0;2.27;73.26;1;0
30768;Female;41.0;KY;95;408 464 25 20;None;0;135.0;99.0;22.95;183.6;106.0;15.61;245.3;102.0;11.04;12.5;9.0;3.38;52.98;1;0
30786;Male;;IL;44;415 706 54 25;Voice mail;34;221.8;105.0;37.71;161.7;85.0;13.74;227.7;62.0;10.25;14.0;7.0;3.78;65.48;0;0
30815;Male;;PA;77;510 513 12 37;Voice mail;24;149.4;74.0;25.4;123.9;72.0;10.53;174.3;84.0;7.84;10.1;6.0;2.73;46.5;1;0
30840;Female;45.0;WA;109;415 322 43 71;None;0;184.0;120.0;31.28;120.4;119.0;10.23;153.7;86.0;6.92;11.0;3.0;2.97;51.4;0;0
30858;Female;19.0;AL;91;510 830 15 42;Voice mail;23;232.4;97.0;39.51;186.0;88.0;15.81;190.5;128.0;8.57;12,3;3.0;3.32;67.21;3;0
30863;Female;;TX;92;510 248 39 50;None;0;139.8;98.0;23.77;174.9;143.0;14.87;201.6;135.0;9.07;9.4;7.0;2.54;50.25;2;0
30868;Female;;AK;117;415 747 84 27;None;0;181.5;95.0;30.86;205.1;88.0;17.43;204.0;82.0;9.18;14.7;9.0;3.97;61.44;2;0
30891;Female;27.0;MN;124;510 312 21 84;None;0;157.5;70.0;26.78;130.7;79.0;11.11;193.4;98.0;8.7;9.6;4.0;2.59;49.18;3;0
30946;Female;32.0;TN;69;510 743 79 13;None;0;195.3;70.0;33.2;216.7;108.0;18.42;259.9;119.0;11.7;12.5;4.0;3.38;66.7;3;0
31017;Female;;WV;117;510 927 29 28;International;0;198.4;121.0;33.73;249.5;104.0;21.21;162.8;115.0;7.33;10.5;5.0;2.84;65.11;1;0
31019;Female;29.0;NC;95;408 702 91 74;None;0;128.6;115.0;21.86;216.2;88.0;18.38;255.3;96.0;11.49;6.3;2.0;1.7;53.43;6;1
31039;Male;33.0;IN;122;408 864 47 55;None;0;296.4;99.0;50.39;214.8;89.0;18.26;133.9;107.0;6.03;11.4;3.0;3.08;77.76;4;1
31066;Female;33.0;AL;106;415 662 81 78;None;0;212.9;110.0;36.19;187.0;69.0;15.9;128.1;71.0;5.76;6.3;3.0;1.7;59.55;3;0
31093;Male;50.0;PA;61;408 298 71 91;Voice mail;40;105.0;78.0;17.85;180.6;100.0;15.35;174.1;115.0;7.83;10.2;2.0;2.75;43.78;2;1
31096;Female;34.0;MI;108;408 156 81 99;Voice mail;32;209.5;108.0;35.62;109.6;64.0;9.32;189.7;145.0;8.54;9.1;6.0;2.46;55.94;6;1
31169;Male;40.0;MT;138;415 364 28 48;None;0;133.9;87.0;22.76;166.4;110.0;14.14;193.5;139.0;8.71;15.4;3.0;4.16;49.77;1;0
31173;Male;;IN;161;510 357 75 19;Voice mail;38;240.4;112.0;40.87;201.8;102.0;17.15;206.1;112.0;9.27;16.1;6.0;4.35;71.64;0;0
31179;Female;31.0;IN;57;415 280 93 51;None;0;189.3;157.0;32.18;174.9;70.0;14.87;221.9;117.0;9.99;11.2;5.0;3.02;60.06;3;0
31296;Male;24.0;OK;63;415 736 70 54;None;0;128.7;78.0;21.88;240.8;133.0;20.47;237.7;121.0;10.7;12.8;6.0;3.46;56.51;1;0
31317;Female;;OR;177;408 302 80 57;None;0;84.9;77.0;14.43;257.5;109.0;21.89;210.5;66.0;9.47;7.5;5.0;2.03;47.82;2;0
31322;Male;34.0;AL;144;415 327 79 91;None;0;177.5;93.0;30.18;287.4;75.0;24.43;180.5;118.0;8.12;11.9;3.0;3.21;65.94;2;0
31359;Male;40.0;FL;144;415 735 26 88;Voice mail;51;283.9;98.0;48.26;192.0;109.0;16.32;196.3;85.0;8.83;10.0;4.0;2.7;76.11;1;0
31384;Female;43.0;DC;82;415 936 22 19;None;0;300.3;109.0;51.05;181.0;100.0;15.39;270.1;73.0;12.15;11.7;4.0;3.16;81.75;0;1
31425;Male;34.0;MI;52;415 676 74 92;None;0;204.4;97.0;34.75;273.2;128.0;23.22;179.6;118.0;8.08;11.0;5.0;2.97;69.02;1;0
31447;Male;31.0;WV;50;408 524 37 74;None;0;131.1;129.0;22.29;160.5;94.0;13.64;206.9;88.0;9.31;5.6;9.0;1.51;46.75;5;1
31486;Female;;WV;124;415 212 28 31;None;0;312.0;112.0;53.04;180.0;109.0;15.3;168.6;94.0;7.59;12.8;4.0;3.46;79.39;1;1
31495;Female;30.0;LA;112;510 565 24 43;None;0;174.5;127.0;29.67;259.3;71.0;22.04;170.5;120.0;7.67;11.3;7.0;3.05;62.43;1;0
31502;Female;52.0;IL;48;510 421 20 86;None;0;128.2;71.0;21.79;48.1;78.0;4.09;116.3;80.0;5.23;8.9;3.0;2.4;33.51;0;0
31507;Male;39.0;IL;21;415 164 62 67;None;0;146.0;78.0;24.82;109.7;79.0;9.32;247.4;108.0;11.13;6.8;7.0;1.84;47.11;0;0
31510;Female;39.0;AZ;158;510 306 69 39;None;0;205.2;97.0;34.88;240.6;77.0;20.45;79.7;108.0;3.59;14.4;12.0;3.89;62.81;0;0
31516;Male;30.0;AR;88;408 281 79 14;None;0;152.9;119.0;25.99;171.2;107.0;14.55;257.0;106.0;11.57;12.0;5.0;3.24;55.35;2;0
31535;Male;26.0;MO;89;415 405 26 53;None;0;178.7;81.0;30.38;233.7;74.0;19.86;131.9;120.0;5.94;9.1;4.0;2.46;58.64;1;0
31572;Female;;NM;21;415 119 83 33;Voice mail;19;132.7;94.0;22.56;204.6;101.0;17.39;154.7;78.0;6.96;12.9;7.0;3.48;50.39;3;0
31639;Female;;MD;97;415 141 76 41;None;0;218.0;86.0;37.06;184.0;94.0;15.64;240.5;110.0;10.82;6.4;8.0;1.73;65.25;3;0
31649;Female;;NJ;64;415 454 49 14;None;0;224.8;111.0;38.22;190.0;101.0;16.15;221.4;110.0;9.96;9.2;2.0;2.48;66.81;1;0
31656;Female;;NC;74;415 259 42 87;None;0;102.7;89.0;17.46;149.3;100.0;12.69;188.1;114.0;8.46;11.0;5.0;2.97;41.58;0;0
31711;Male;36.0;NC;72;415 389 96 88;None;0;137.6;106.0;23.39;143.5;94.0;12.2;273.7;110.0;12.32;9.6;6.0;2.59;50.5;2;0
31746;Male;42.0;MA;132;415 188 70 31;;0;117.6;66.0;19.99;214.0;108.0;18.19;239.5;94.0;10.78;8.8;5.0;2.38;51.34;1;0
31765;Female;32.0;NY;122;415 530 51 88;None;0;141.4;128.0;24.04;146.4;70.0;12.44;123.0;75.0;5.54;8.1;4.0;2.19;44.21;0;0
31968;Male;;AL;131;415 572 13 29;Voice mail;25;192.7;85.0;32.76;225.9;105.0;19.2;254.2;59.0;11.44;10.9;6.0;2.94;66.34;2;0
31981;Male;32.0;AZ;87;510 773 51 73;None;0;110.9;91.0;18.85;158.5;115.0;13.47;207.5;131.0;9.34;6.2;5.0;1.67;43.33;1;0
31982;Male;36.0;AL;91;510 445 73 31;International;0;129.9;112.0;22.08;173.3;83.0;14.73;247.2;130.0;11.12;11.2;3.0;3.02;50.95;3;0
32055;Female;39.0;MN;75;415 822 66 56;None;0;143.2;92.0;24.34;209.1;142.0;17.77;173.0;96.0;7.79;11.9;9.0;3.21;53.11;1;0
32107;Female;31.0;CO;128;510 481 72 19;None;0;199.3;86.0;33.88;194.8;102.0;16.56;298.2;82.0;13.42;14.3;2.0;3.86;67.72;4;0
32117;Male;;NJ;149;408 879 22 47;None;0;140.4;94.0;23.87;271.8;92.0;23.1;188.3;108.0;8.47;11,1;9.0;3.0;58.44;1;0
32145;Female;25.0;MT;116;415 395 88 41;Voice mail;35;182.8;122.0;31.08;212.7;119.0;18.08;193.8;103.0;8.72;11.0;2.0;2.97;60.85;1;0
32150;Female;;TX;201;415 617 42 83;Voice mail;21;192.0;97.0;32.64;239.1;81.0;20.32;116.1;125.0;5.22;15.1;3.0;4.08;62.26;1;0
32202;Male;;AR;116;408 169 96 78;None;0;173.5;93.0;29.5;194.1;76.0;16.5;208.0;112.0;9.36;16.2;10.0;4.37;59.73;3;0
32211;Male;39.0;CO;81;408 964 50 39;None;0;115.3;99.0;19.6;224.7;117.0;19.1;152.5;98.0;6.86;18.0;2.0;4.86;50.42;1;0
32219;Female;24.0;OH;86;415 499 22 49;Voice mail;29;225.4;79.0;38.32;187.1;112.0;15.9;281.1;112.0;12.65;12.9;3.0;3.48;70.35;1;0
32248;Female;40.0;DC;130;510 943 45 42;None;0;132.4;81.0;22.51;200.3;110.0;17.03;202.5;103.0;9.11;6.0;1.0;1.62;50.27;2;0
32436;Male;32.0;NJ;93;415 444 22 90;International, Voice mail;20;187.5;110.0;31.88;169.8;94.0;14.43;175.3;127.0;7.89;12.1;4.0;3.27;57.47;1;0
32496;Female;21.0;NE;127;510 214 59 50;International;0;180.9;114.0;30.75;209.5;118.0;17.81;249.9;105.0;11.25;7.4;4.0;2.0;61.81;2;0
32515;Male;;NJ;46;408 378 70 73;None;0;257.4;67.0;43.76;261.1;91.0;22.19;204.4;107.0;9.2;13.4;5.0;3.62;78.77;2;1
32580;Male;;VA;50;415 858 21 57;International;0;99.6;108.0;16.93;308.7;102.0;26.24;161.2;62.0;7.25;13.7;6.0;3.7;54.12;2;1
32650;Female;37.0;AR;58;415 800 99 74;None;0;238.9;107.0;40.61;187.2;88.0;15.91;181.1;84.0;8.15;11.8;3.0;3.19;67.86;2;0
32677;Female;24.0;CA;112;415 154 24 63;None;0;208.7;150.0;35.48;212.8;104.0;18.09;178.1;98.0;8.01;8.5;4.0;2.3;63.88;0;0
32706;Male;27.0;OH;160;415 268 86 43;None;0;206.3;66.0;35.07;241.1;109.0;20.49;227.8;102.0;10.25;11.7;6.0;3.16;68.97;0;0
32740;Male;;DC;100;510 694 61 82;International;0;68.5;110.0;11.65;337.1;115.0;28.65;205.2;99.0;9.23;12.1;9.0;3.27;52.8;0;0
32777;Male;34.0;IL;67;415 199 60 75;None;0;1o9.1;117.0;18.55;217.4;124.0;18.48;188.4;141.0;8.48;12.8;6.0;3.46;48.97;0;0
32831;Male;28.0;LA;121;408 608 89 69;None;0;181.5;121.0;30.86;218.4;98.0;18.56;161.6;103.0;7.27;8.5;5.0;2.3;58.99;1;0
32835;Male;;WV;87;415 551 12 33;None;0;58.0;125.0;9.86;67.5;116.0;5.74;185.9;136.0;8.37;11.5;3.0;3.11;27.08;0;0
32849;Female;48.0;UT;110;415 142 67 81;None;0;271.1;108.0;46.09;237.0;122.0;20.15;239.9;122.0;10.8;9.8;5.0;2.65;79.69;2;1
32886;Male;33.0;OH;133;408 963 83 90;International;0;254.7;103.0;43.3;252.2;80.0;21.44;178.1;103.0;8.01;8.0;3.0;2.16;74.91;0;1
32898;Male;;IA;158;415 330 52 98;None;0;158.0;106.0;26.86;292.5;114.0;24.86;241.1;89.0;10.85;9.1;4.0;2.46;65.03;1;0
33117;Male;37.0;UT;44;415 805 96 80;None;0;202.6;89.0;34.44;163.0;96.0;13.86;268.1;151.0;12.06;8.3;3.0;2.24;62.6;0;0
33202;Female;31.0;NY;44;510 585 88 43;None;0;143.2;77.0;24.34;169.8;114.0;14.43;215.8;77.0;9.71;7.6;4.0;2.05;50.53;1;0
33245;Female;26.0;WV;100;415 411 61 41;None;0;166.0;102.0;28.22;236.1;97.0;20.07;134.3;93.0;6.04;10.9;4.0;2.94;57.27;1;0
33249;Male;34.0;ME;57;415 358 32 10;None;0;221.1;101.0;37.59;236.7;65.0;20.12;252.3;137.0;11.35;9.5;1.0;2.57;71.63;0;0
33256;Male;;WI;89;415 765 57 62;None;0;489.45;168.0;83.2;247.65;165.0;21.04;244.35;145.5;11.0;11.25;1.5;3.04;1.1828 hundred;1;1
33325;Male;23.0;OH;98;408 131 36 36;None;0;165.0;129.0;28.05;202.6;113.0;17.22;l72.3;94.0;7.75;12.5;7.0;3.38;56.4;1;1
33344;Male;29.0;KS;116;510 373 19 63;None;0;189.5;90.0;32.22;189.8;118.0;16.13;205.8;83.0;9.26;13.1;2.0;3.54;61.15;1;0
33369;Male;;NV;74;415 232 19 64;None;0;282.5;114.0;48.03;219.9;48.0;18.69;170.0;115.0;7.65;9.4;4.0;2.54;76.91;1;1
33381;Male;;MA;145;415 395 22 92;None;0;175.8;89.0;29.89;274.3;119.0;23.32;226.6;69.0;10.2;12.4;4.0;3.35;66.76;1;0
33389;Male;38.0;SC;73;415 501 57 51;None;0;203.3;45.0;34.56;141.9;87.0;12.06;200.7;71.0;9.03;8.5;6.0;2.3;57.95;0;0
33472;Female;18.0;NE;90;415 211 36 74;None;0;145.5;92.0;24.74;217.7;114.0;18.5;146.9;123.0;6.61;10.9;2.0;2.94;52.79;3;0
33479;Female;20.0;HI;79;415 551 19 39;None;0;41.9;124.0;7.12;211.0;95.0;17.94;237.9;55.0;10.71;11.4;5.0;3.08;38.85;1;0
33523;Female;;CT;99;408 211 14 91;None;0;95.4;105.0;16.22;207.2;101.0;17.61;136.0;117.0;6.12;5.6;5.0;1.51;41.46;1;0
33578;Male;36.0;MT;113;415 429 26 92;None;0;215.9;93.0;36.7;240.1;85.0;20.41;156.7;123.0;7.05;4.9;5.0;1.32;65.48;3;0
33643;Female;;OR;80;415 428 27 40;;0;113.2;86.0;19.24;185.5;97.0;15.77;237.3;145.0;10.68;9.5;5.0;2.57;48.26;1;0
33650;Male;;MI;53;510 646 57 36;Voice mail;37;167.3;99.0;28.44;194.7;99.0;16.55;236.7;112.0;10.65;12.0;9.0;3.24;58.88;2;0
33700;Female;29.0;WA;120;408 847 40 44;Voice mail;28;215.8;123.0;36.69;285.2;76.0;24.24;192.1;78.0;8.64;6.9;3.0;1.86;71.43;1;0
33848;Male;37.0;NE;86;408 851 19 30;None;0;83.8;121.0;14.25;240.2;96.0;20.42;158.6;108.0;7.14;6.7;8.0;1.81;43.62;1;0
33867;Female;35.0;OK;101;408 690 81 56;None;0;209.6;107.0;35.63;228.8;96.0;19.45;172.4;85.0;7.76;7.6;2.0;2.05;64.89;3;0
33870;Female;33.0;OR;51;510 641 51 49;None;0;51.8;107.0;8.81;230.2;104.0;19.57;227.5;118.0;10.24;10.4;4.0;2.81;41.43;2;0
33905;Female;44.0;MT;126;415 608 37 99;Voice mail;30;153.4;90.0;26.08;151.4;97.0;12.87;153.8;97.0;6.92;12.8;4.0;3.46;49.33;4;1
33931;Male;;KS;137;415 389 50 32;Voice mail;19;175.3;96.0;29.8;241.3;146.0;20.51;211.4;109.0;9.51;7.8;2.0;2.11;61.93;0;0
33949;Female;;CA;77;510 286 72 12;None;0;175.5;86.0;29.84;205.1;78.0;17.43;245.2;100.0;11.03;17.8;3.0;4.81;63.11;4;0
34086;Female;30.0;OH;123;408 782 59 73;None;0;105.0;150.0;17.85;251.6;90.0;21.39;258.0;93.0;11.61;14.9;5.0;4.02;54.87;0;0
34145;Female;;AR;33;408 705 59 58;None;0;251.9;81.0;42.82;194.6;96.0;16.54;211.2;87.0;9.5;8.4;3.0;2.27;71.13;2;0
34189;Male;39.0;OK;159;510 959 31 40;None;0;198.8;107.0;33.8;195.5;91.0;16.62;213.3;120.0;9.6;16.5;7.0;4.46;64.48;5;0
34206;Male;43.0;CO;119;408 852 86 39;None;0;124.3;68.0;21.13;207.1;88.0;17.6;157.4;93.0;7.08;14.8;1.0;4.0;49.81;0;0
34296;Male;;NY;15;510 830 62 36;International;0;141.4;80.0;24.04;123.9;76.0;10.53;323.5;88.0;14.56;8.1;3.0;2.19;51.32;2;0
34373;Male;25.0;MI;97;408 935 91 98;Voice mail;32;168.4;129.0;28.63;225.9;97.0;19.2;191.8;95.0;8.63;8.5;7.0;2.3;58.76;0;0
34467;Male;30.0;OR;157;510 680 58 34;Voice mail;30;194.3;107.0;33.03;243.2;108.0;20.67;322.2;114.0;14.5;7.1;5.0;1.92;70.12;1;0
34476;Female;;OR;133;415 686 47 17;None;0;143.8;71.0;24.45;184.0;131.0;15.64;275.5;132.0;12.4;12.9;4.0;3.48;55.97;3;0
34479;Female;35.0;LA;93;415 139 51 17;None;0;179.3;93.0;30.48;178.6;98.0;15.18;225.2;131.0;10.13;11.5;6.0;3.11;58.9;3;0
34524;Male;37.0;NJ;136;408 976 94 19;Voice mail;27;187.7;84.0;31.91;221.0;147.0;18.79;145.7;110.0;6.56;10.0;4.0;2.7;59.96;3;0
34563;Male;41.0;TN;95;510 946 64 73;None;0;174.0;57.0;29.58;281.1;118.0;23.89;197.2;94.0;8.87;9.7;2.0;2.62;64.96;0;0
34586;Male;;VT;95;510 871 24 62;International, Voice mail;41;136.8;91.0;23.26;200.8;61.0;17.07;133.7;67.0;6.02;10.3;9.0;2.78;49.13;5;1
34758;Male;43.0;CO;57;415 585 57 19;None;0;85.9;92.0;14.6;193.9;127.0;16.48;231.5;93.0;10.42;10.1;2.0;2.73;44.23;0;0
34780;Male;;DC;55;510 422 82 23;International;0;106.1;77.0;18.04;123.5;100.0;10.5;96.4;92.0;4.34;12.9;3.0;3.48;36.36;0;0
34790;Female;;AR;185;415 177 32 69;Voice mail;19;157.3;123.0;26.74;257.7;94.0;21.9;190.4;107.0;8.57;9.6;6.0;2.59;59.8;0;0
34793;Female;31.0;CT;146;408 266 11 73;Voice mail;23;149.6;96.0;25.43;239.8;124.0;20.38;293.5;135.0;13.21;7.4;4.0;2.0;61.02;2;0
34807;Male;;IL;90;415 508 81 47;Voice mail;29;185.6;106.0;31.55;219.7;113.0;18.67;152.1;120.0;6.84;11.1;5.0;3.0;60.06;2;0
34824;Female;34.0;MD;140;415 614 90 36;International, Voice mail;27;188.9;124.0;32.11;160.9;102.0;13.68;197.7;100.0;8.9;11.5;5.0;3.11;57.8;4;0
34878;Female;;WI;51;408 983 39 24;None;0;197.8;60.0;33.63;221.0;64.0;18.79;168.6;134.0;7.59;8,9;5.0;2.4;62.41;1;0
34885;Female;;KY;96;415 954 31 80;Voice mail;40;108.6;90.0;18.46;206.4;154.0;17.54;126.3;118.0;5.68;13.4;4.0;3.62;45.3;0;0
35125;Male;31.0;KS;167;415 896 61 24;None;0;131.6;120.0;22.37;211.3;96.0;17.96;168.3;97.0;7.57;11.1;4.0;3.0;50.9;4;1
35128;Female;44.0;WA;13;510 851 51 29;Voice mail;25;176.6;65.0;30.02;172.7;96.0;14.68;104.5;128.0;4.7;11.3;5.0;3.05;52.45;2;0
35149;Female;21.0;CO;83;510 772 59 48;None;0;132.4;120.0;22.51;121.6;101.0;10.34;197.7;84.0;8.9;8.6;2.0;2.32;44.07;1;0
35153;Female;35.0;DE;89;510 872 47 21;International;0;125.6;108.0;21.35;213.0;90.0;18.11;181.7;108.0;8.18;5.4;5.0;1.46;49.1;1;0
35157;Female;23.0;ND;62;510 448 68 79;None;0;159.9;100.0;27.18;172.2;99.0;14.64;263.2;109.0;11.84;5.6;4.0;1.51;55.17;1;0
35184;Female;;ID;99;408 555 41 11;None;0;190.4;102.0;32.37;158.1;107.0;13.44;271.5;92.0;12.22;11.2;4.0;3.02;61.05;2;0
35304;Male;30.0;SC;22;408 165 22 61;None;0;110.3;107.0;18.75;166.5;93.0;14.15;202.3;96.0;9.1;9.5;5.0;2.57;44.57;0;0
35312;Female;;NC;38;408 464 28 12;None;0;131.2;98.0;22.3;162.9;97.0;13.85;159.0;106.0;7.15;8.2;6.0;2.21;45.51;2;0
35353;Male;35.0;WI;80;415 779 23 25;None;0;239.9;121.0;40.78;142.3;51.0;12.1;364.3;106.0;16.39;9.3;5.0;2.51;71.78;1;0
35437;Male;;MA;150;408 755 17 97;Voice mail;27;209.8;112.0;35.67;155.0;80.0;13.18;251.5;111.0;11.32;7.2;6.0;1.94;62.11;0;0
35507;Male;38.0;MA;42;408 520 37 96;None;0;241.2;134.0;41.0;116.5;114.0;9.9;152.2;91.0;6.85;10.6;4.0;2.86;60.61;0;0
35545;Male;30.0;AL;19;415 685 66 42;International;0;237.7;98.0;40.41;207.1;121.0;17.6;182.2;95.0;8.2;4.5;4.0;1.22;67.43;0;0
35559;Female;34.0;AR;79;408 725 46 71;None;0;152.2;112.0;25.87;177.2;132.0;15.06;96.4;87.0;4.34;5.3;3.0;1.43;46.7;1;0
35609;Male;41.0;MT;60;408 841 37 96;None;0;252.7;97.0;42.96;221.1;121.0;18.79;109.9;100.0;4.95;12.4;4.0;3.35;70.05;2;0
35648;Female;;MO;86;415 547 10 15;None;0;83.5;96.0;14.2;221.1;63.0;18.79;349.7;75.0;15.74;12.6;3.0;3.4;52.13;0;0
35680;Male;32.0;MT;66;510 450 71 14;None;0;201.3;95.0;34.22;152.8;66.0;12.99;233.2;101.0;10.49;7.5;4.0;2.03;59.73;1;0
35745;Female;32.0;KY;113;415 715 11 17;None;0;215.6;96.0;36.65;193.4;127.0;16.44;105.4;115.0;4.74;13.5;3.0;3.65;61.48;1;0
35780;Female;35.0;VA;108;408 367 76 48;None;0;198,5;99.0;33.75;267.8;60.0;22.76;354.9;75.0;15.97;9.4;3.0;2.54;75.02;0;1
35884;Female;;CT;102;415 431 62 11;Voice mail;25;137,4;100.0;23.36;176.7;83.0;15.02;188.2;93.0;8.47;10.2;6.0;2.75;49.6;2;0
35928;Male;33.0;WV;123;415 411 78 56;None;0;175.7;78.0;29.87;184.6;96.0;15.69;156.9;92.0;7.06;9.1;2.0;2.46;55.08;2;0
35948;Male;29.0;NE;78;510 147 60 39;Voice mail;32;210.3;116.0;35.75;192.2;83.0;16.34;246.1;92.0;11.07;10.8;4.0;2.92;66.08;6;0
35963;Female;42.0;WV;43;415 914 20 48;None;0;199.9;108.0;33.98;288.4;80.0;24.51;180.6;103.0;8.13;11.3;7.0;3.05;69.67;1;0
35978;Male;55.0;WV;79;415 974 27 85;None;0;222.3;99.0;37.79;146.2;82.0;12.43;275.6;82.0;12.4;8.9;4.0;2.4;65.02;3;0
35981;Male;32.0;KY;43;408 911 94 93;None;0;177.2;93.0;30.12;142.6;60.0;12.12;314.1;144.0;14.13;12.7;2.0;3.43;59.8;4;0
36016;Female;;VT;100;408 669 20 70;International;0;219.4;112.0;37.3;225.7;102.0;19.18;255.3;95.0;11.49;12.0;4.0;3.24;71.21;4;0
36020;Male;43.0;SD;138;510 837 15 45;None;0;127.1;102.0;21.61;247.7;106.0;21.05;207.7;75.0;9.35;5.0;3.0;1.35;53.36;3;0
36063;Male;26.0;MA;103;415 877 21 86;None;0;185.0;117.0;31.45;223.3;94.0;18.98;222.8;91.0;10.03;12.6;2.0;3.4;63.86;2;0
36091;Female;32.0;NC;117;510 101 52 53;None;0;214.4;94.0;36.45;138.0;149.0;11.73;148.7;102.0;6.69;9.9;1.0;2.67;57.54;2;0
36122;Female;38.0;AZ;144;510 273 32 73;International;0;203.5;100.0;34.6;247.6;103.0;21.05;194.3;94.0;8.74;11.9;11.0;3.21;67.6;0;0
